progenitor
neu
progenitor
oli
ast
ast
ast
ast
neu
progenitor
ast
ast
progenitor
neu
ast
oli
ast
oli
progenitor
progenitor
oli
progenitor
progenitor
neu
oli
neu
ast
oli
progenitor
oli
ast
neu
ast
progenitor
progenitor
ast
neu
progenitor
progenitor
progenitor
progenitor
progenitor
progenitor
progenitor
progenitor
neu
ast
progenitor
neu
oli
oli
neu
progenitor
progenitor
oli
oli
progenitor
neu
ast
ast
ast
progenitor
ast
neu
progenitor
progenitor
progenitor
oli
ast
oli
neu
progenitor
ast
ast
ast
progenitor
oli
progenitor
neu
oli
progenitor
progenitor
ast
oli
oli
ast
progenitor
progenitor
ast
ast
ast
ast
progenitor
neu
neu
progenitor
progenitor
oli
progenitor
neu
oli
oli
progenitor
ast
progenitor
oli
progenitor
progenitor
oli
progenitor
oli
ast
oli
neu
oli
neu
progenitor
neu
progenitor
progenitor
progenitor
progenitor
progenitor
neu
ast
neu
oli
ast
oli
progenitor
progenitor
oli
oli
ast
oli
ast
progenitor
progenitor
progenitor
progenitor
progenitor
neu
oli
progenitor
neu
ast
oli
oli
oli
progenitor
oli
neu
oli
progenitor
neu
oli
oli
neu
oli
neu
progenitor
ast
progenitor
oli
oli
ast
ast
progenitor
neu
progenitor
neu
progenitor
progenitor
progenitor
neu
progenitor
ast
neu
oli
progenitor
oli
progenitor
progenitor
progenitor
oli
progenitor
progenitor
neu
ast
oli
progenitor
ast
neu
ast
neu
neu
progenitor
progenitor
neu
neu
progenitor
ast
progenitor
progenitor
progenitor
progenitor
ast
neu
ast
progenitor
ast
progenitor
progenitor
progenitor
ast
progenitor
oli
neu
neu
oli
ast
oli
progenitor
progenitor
progenitor
neu
progenitor
oli
oli
oli
ast
oli
neu
progenitor
progenitor
ast
neu
neu
neu
progenitor
progenitor
oli
neu
neu
ast
progenitor
neu
neu
neu
progenitor
progenitor
neu
progenitor
progenitor
progenitor
oli
progenitor
progenitor
progenitor
progenitor
progenitor
ast
oli
progenitor
neu
progenitor
progenitor
oli
neu
progenitor
progenitor
progenitor
neu
progenitor
oli
ast
progenitor
progenitor
oli
neu
ast
ast
oli
neu
progenitor
oli
neu
ast
oli
progenitor
progenitor
neu
progenitor
progenitor
neu
ast
progenitor
oli
progenitor
progenitor
ast
neu
progenitor
oli
ast
oli
neu
ast
progenitor
progenitor
ast
progenitor
ast
oli
oli
progenitor
progenitor
progenitor
progenitor
oli
ast
neu
neu
progenitor
progenitor
oli
neu
progenitor
neu
oli
progenitor
ast
ast
neu
oli
progenitor
ast
progenitor
oli
ast
progenitor
oli
ast
progenitor
progenitor
ast
oli
progenitor
progenitor
neu
neu
ast
ast
oli
oli
ast
progenitor
progenitor
progenitor
oli
ast
oli
progenitor
ast
ast
oli
progenitor
ast
oli
neu
progenitor
oli
progenitor
neu
progenitor
ast
neu
oli
progenitor
ast
oli
neu
progenitor
ast
progenitor
neu
neu
progenitor
ast
progenitor
oli
progenitor
progenitor
neu
ast
oli
neu
neu
oli
progenitor
ast
progenitor
progenitor
progenitor
progenitor
progenitor
progenitor
progenitor
oli
neu
progenitor
progenitor
progenitor
progenitor
progenitor
oli
oli
oli
progenitor
neu
ast
progenitor
progenitor
neu
progenitor
neu
oli
ast
ast
ast
ast
ast
ast
progenitor
oli
oli
ast
neu
oli
oli
oli
progenitor
progenitor
progenitor
neu
progenitor
neu
ast
oli
oli
progenitor
oli
ast
ast
progenitor
ast
neu
ast
neu
progenitor
ast
neu
progenitor
progenitor
neu
progenitor
ast
oli
progenitor
ast
progenitor
ast
ast
oli
progenitor
ast
progenitor
progenitor
neu
ast
progenitor
ast
progenitor
oli
neu
progenitor
progenitor
oli
neu
ast
progenitor
neu
neu
oli
progenitor
ast
neu
neu
ast
ast
